Campaign Name,Merchant Number,Parent Name,city_id,Merchant Co-hort,Cuisine Type,promotion_type,min_basket_size,Promotion Duration (days),before_Completed Trips ,during_Completed Trips ,before_average_basket_size,during_average_basket_size,before_gross_bookings,during_gross_bookings,before_new_customer,during_new_customer,before_menu_session,during_menu_session,n_redemption,average_promotion_value_usd,Promo costs_usd,before_First Trips Eater,during_First Trips Eater,before_unique_eater,during_unique_eater
Enterprise Multiple Brand,1392,Mercle,965,Enterprise,Chinese,BOGO,0,14,159,214,6.0,6.9,958.6,1476.8,77,105,380,852,132,1.60,211.43,4,3,76,188
Enterprise Multiple Brand,1393,Mercle,1944,Enterprise,Chinese,BOGO,0,14,178,291,7.3,8.4,1295.7,2452.6,99,138,399,900,218,1.61,351.17,0,0,88,244
Enterprise Multiple Brand,1394,Mercle,1077,Enterprise,Chinese,BOGO,0,14,491,717,7.5,7.9,3671.5,5684.2,251,295,980,1970,507,1.68,853.08,2,12,248,638
Enterprise Multiple Brand,1395,Mercle,1854,Enterprise,Taiwanese,BOGO,0,14,106,160,7.1,8.4,746.5,1353.9,68,93,333,746,147,1.62,238.35,2,0,52,157
Enterprise Multiple Brand,1396,Mercle,965,Enterprise,Chinese,BOGO,0,14,301,441,7.9,8.7,2378.0,3856.9,123,158,725,1374,342,1.63,556.51,10,6,132,381
Enterprise Multiple Brand,1397,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,440,599,9.4,10.1,4141.5,6062.3,132,225,725,1778,413,1.76,728.53,0,3,198,540
Enterprise Multiple Brand,1398,Mercle,965,Enterprise,Chinese,BOGO,0,14,247,321,8.0,8.4,1964.3,2707.7,106,128,482,974,240,1.62,388.15,0,6,120,297
Enterprise Multiple Brand,1399,Mercle,94,Enterprise,Chinese,BOGO,0,14,67,73,9.4,9.1,629.2,661.2,20,40,152,276,57,1.53,87.40,0,0,31,73
Enterprise Multiple Brand,1400,Mercle,965,Enterprise,Chinese,BOGO,0,14,363,452,9.0,9.4,3244.7,4246.6,231,285,749,1226,305,1.77,541.08,0,0,178,451
Enterprise Multiple Brand,1401,Mercle,94,Enterprise,Chinese,BOGO,0,14,339,554,9.7,9.4,3279.0,5189.9,112,178,713,1478,443,1.80,798.53,0,0,168,484
Enterprise Multiple Brand,1402,Mercle,94,Enterprise,Chinese,BOGO,0,14,42,80,6.4,10.3,270.0,826.8,24,43,137,352,75,1.72,129.37,0,0,20,78
Enterprise Multiple Brand,1403,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,22,82,8.8,8.1,191.8,665.8,18,55,117,340,72,1.44,103.46,0,9,12,70
Enterprise Multiple Brand,1404,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,13,81,7.9,8.0,101.3,643.2,9,68,51,256,102,1.54,157.50,0,0,7,81
Enterprise Multiple Brand,1405,Mercle,94,Enterprise,Chinese,BOGO,0,14,576,782,7.9,8.6,4571.8,6704.6,209,295,1181,2346,608,1.62,987.13,0,3,268,675
Enterprise Multiple Brand,1406,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,195,334,7.4,8.7,1442.7,2911.5,90,185,417,1232,282,1.53,432.42,4,6,91,308
Enterprise Multiple Brand,1407,Mercle,94,Enterprise,Chinese,BOGO,0,14,477,685,8.9,9.7,4264.9,6629.6,121,185,677,1376,470,1.69,794.34,0,3,188,554
Enterprise Multiple Brand,1408,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,137,487,7.1,7.4,974.2,3616.6,77,308,324,1640,345,1.56,539.27,2,6,71,448
Enterprise Multiple Brand,1409,Mercle,1944,Enterprise,Chinese,BOGO,0,14,354,490,8.6,9.1,3054.2,4456.4,110,165,651,1288,387,1.67,648.02,0,3,157,428
Enterprise Multiple Brand,1410,Mercle,1854,Enterprise,Chinese,BOGO,0,14,194,337,9.0,9.0,1743.8,3032.9,84,195,374,1004,270,1.64,442.08,0,3,82,294
Enterprise Multiple Brand,1411,Mercle,1854,Enterprise,Chinese,BOGO,0,14,50,74,8.7,9.5,436.9,703.0,15,48,141,480,80,1.51,120.42,0,0,22,76
Enterprise Multiple Brand,1412,Mercle,1854,Enterprise,Chinese,BOGO,0,14,210,247,8.2,8.2,1730.4,2015.0,88,93,402,964,203,1.52,307.97,0,3,103,230
Enterprise Multiple Brand,1413,Mercle,94,Enterprise,Chinese,BOGO,0,14,61,63,8.2,8.2,499.1,511.9,26,30,113,166,53,1.75,92.52,2,0,26,59
Enterprise Multiple Brand,1414,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,58,145,7.3,8.4,420.9,1212.8,48,103,189,554,140,1.71,239.33,6,0,30,134
Enterprise Multiple Brand,1415,Mercle,1944,Enterprise,Chinese,BOGO,0,14,218,392,7.7,8.2,1677.0,3216.4,70,140,584,1320,282,1.61,453.96,0,3,112,350
Enterprise Multiple Brand,1416,Mercle,94,Enterprise,Chinese,BOGO,0,14,129,160,9.1,9.0,1164.0,1441.9,68,68,216,374,102,1.76,179.11,2,0,64,148
Enterprise Multiple Brand,1417,Mercle,94,Enterprise,Chinese,BOGO,0,14,283,307,8.1,9.2,2304.8,2833.9,86,108,543,832,185,1.73,320.18,0,3,139,263
Enterprise Multiple Brand,1418,Mercle,965,Enterprise,Chinese,BOGO,0,14,68,143,6.4,8.2,435.0,1168.1,40,68,150,380,143,1.55,221.75,0,0,36,129
Enterprise Multiple Brand,1419,Mercle,1077,Enterprise,Chinese,BOGO,0,14,452,532,7.4,7.7,3326.2,4098.6,169,163,617,1364,398,1.56,620.64,2,0,216,479
Enterprise Multiple Brand,1420,Mercle,1077,Enterprise,Chinese,BOGO,0,14,275,432,7.1,8.0,1961.9,3438.4,125,218,512,1044,297,1.62,481.06,2,3,132,384
Enterprise Multiple Brand,1421,Mercle,1854,Enterprise,Chinese,BOGO,0,14,404,523,7.6,9.3,3074.0,4879.9,194,223,734,1386,458,1.76,804.02,0,9,194,470
Enterprise Multiple Brand,1422,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,31,116,6.4,7.6,196.9,887.5,15,88,78,442,95,1.84,174.89,0,0,14,95
Enterprise Multiple Brand,1423,Mercle,1854,Enterprise,Chinese,BOGO,0,14,80,175,6.8,7.9,544.6,1381.2,44,95,192,592,125,1.57,196.00,0,3,41,162
Enterprise Multiple Brand,1424,Mercle,2132,Enterprise,Chinese,BOGO,0,14,324,489,7.5,8.4,2424.2,4090.7,79,148,791,1814,278,1.59,442.84,2,9,146,445
Enterprise Multiple Brand,1425,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,41,111,5.7,7.8,232.1,865.0,26,53,155,442,95,1.61,152.95,2,0,20,92
Enterprise Multiple Brand,1426,Mercle,94,Enterprise,Chinese,BOGO,0,14,145,195,9.0,9.1,1300.5,1772.9,73,95,234,362,155,1.72,266.29,2,3,70,165
Enterprise Multiple Brand,1427,Mercle,1077,Enterprise,Chinese,BOGO,0,14,111,257,7.2,8.1,792.5,2073.9,77,148,276,770,215,1.74,374.26,0,3,60,232
Enterprise Multiple Brand,1428,Mercle,94,Enterprise,Chinese,BOGO,0,14,527,623,8.4,10.3,4406.9,6419.6,185,193,1098,1810,525,1.69,889.61,2,0,245,546
Enterprise Multiple Brand,1429,Mercle,94,Enterprise,Chinese,BOGO,0,14,401,437,8.8,9.5,3529.8,4140.3,154,185,654,1062,353,1.77,626.23,0,3,181,395
Enterprise Multiple Brand,1430,Mercle,1077,Enterprise,Chinese,BOGO,0,14,135,234,7.3,8.3,988.2,1941.2,79,100,290,680,158,2.05,324.54,0,3,64,207
Enterprise Multiple Brand,1431,Mercle,1944,Enterprise,Chinese,BOGO,0,14,522,740,8.4,9.2,4388.8,6827.1,147,243,863,1530,575,1.68,967.01,2,3,235,650
Enterprise Multiple Brand,1432,Mercle,94,Enterprise,Chinese,BOGO,0,14,174,231,9.1,9.2,1590.5,2132.9,64,70,246,478,215,1.61,346.90,0,0,74,176
Enterprise Multiple Brand,1433,Mercle,1854,Enterprise,Chinese,BOGO,0,14,215,348,8.0,8.5,1725.9,2964.5,77,113,485,1082,282,1.67,470.17,2,3,102,288
Enterprise Multiple Brand,1434,Mercle,94,Enterprise,Chinese,BOGO,0,14,190,273,8.9,9.9,1695.2,2703.9,88,103,327,626,237,1.76,416.31,2,0,89,255
Enterprise Multiple Brand,1435,Mercle,1139,Enterprise,Chinese,BOGO,0,14,91,104,8.0,8.2,726.9,852.4,44,38,161,316,95,1.55,147.49,0,0,46,95
Enterprise Multiple Brand,1436,Mercle,1854,Enterprise,Chinese,BOGO,0,14,140,176,6.9,7.8,960.6,1379.5,55,90,294,530,158,1.54,243.38,2,6,64,151
Enterprise Multiple Brand,1437,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,146,245,6.2,7.4,906.0,1822.3,55,103,522,1000,215,1.69,363.15,2,6,67,216
Enterprise Multiple Brand,1438,Mercle,1139,Enterprise,Chinese,BOGO,0,14,347,660,8.0,9.7,2764.0,6412.3,114,245,609,1558,540,1.70,916.55,0,3,161,599
Enterprise Multiple Brand,1439,Mercle,2091,Enterprise,Chinese,BOGO,0,14,425,660,7.6,8.3,3214.0,5510.8,172,228,1151,2764,537,1.58,847.58,4,6,192,566
Enterprise Multiple Brand,1440,Mercle,94,Enterprise,Chinese,BOGO,0,14,129,183,7.2,7.8,925.5,1425.4,37,53,239,310,105,1.75,183.30,0,0,54,160
Enterprise Multiple Brand,1441,Mercle,1077,Enterprise,Chinese,BOGO,0,14,214,344,7.1,8.1,1516.6,2794.6,88,148,371,1034,260,1.67,433.25,2,6,104,319
Enterprise Multiple Brand,1442,Mercle,965,Enterprise,Chinese,BOGO,0,14,234,276,7.6,7.6,1787.0,2089.6,114,108,444,812,177,1.56,276.18,2,3,114,241
Enterprise Multiple Brand,1443,Mercle,1077,Enterprise,Chinese,BOGO,0,14,270,229,6.5,7.0,1751.4,1612.4,130,88,650,838,140,1.59,222.99,2,6,118,210
Enterprise Multiple Brand,1444,Mercle,94,Enterprise,Chinese,BOGO,0,14,195,250,8.6,9.1,1683.0,2275.7,121,120,383,670,222,1.73,384.02,2,6,94,218
Enterprise Multiple Brand,1445,Mercle,94,Enterprise,Chinese,BOGO,0,14,34,45,7.9,8.8,267.7,396.0,22,23,78,242,38,1.72,65.51,0,0,16,36
Enterprise Multiple Brand,1446,Mercle,1854,Enterprise,Chinese,BOGO,0,14,218,259,8.0,8.7,1743.5,2259.7,70,120,420,854,173,1.78,308.18,0,0,104,252
Enterprise Multiple Brand,1447,Mercle,94,Enterprise,Chinese,BOGO,0,14,79,147,7.9,9.0,619.9,1326.6,37,73,189,402,132,1.68,222.25,4,0,41,132
Enterprise Multiple Brand,1448,Mercle,94,Enterprise,Chinese,BOGO,0,14,303,565,9.3,10.3,2819.9,5820.9,139,238,579,1556,398,1.86,739.32,0,6,144,490
Enterprise Multiple Brand,1449,Mercle,965,Enterprise,Chinese,BOGO,0,14,284,491,7.2,8.6,2029.5,4223.9,114,205,642,1330,390,1.76,684.47,4,0,133,459
Enterprise Multiple Brand,1450,Mercle,965,Enterprise,Chinese,BOGO,0,14,158,241,7.1,8.4,1124.6,2033.9,59,98,276,626,200,1.68,336.26,0,3,80,244
Enterprise Multiple Brand,1451,Mercle,1944,Enterprise,Chinese,BOGO,0,14,46,171,8.1,8.5,375.5,1443.7,26,90,125,492,120,1.53,183.24,0,0,24,154
Enterprise Multiple Brand,1452,Mercle,965,Enterprise,Chinese,BOGO,0,14,41,260,9.2,9.6,377.7,2494.6,33,165,167,790,207,1.99,411.25,0,3,22,246
Enterprise Multiple Brand,1453,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,198,358,7.1,7.9,1395.9,2814.5,163,238,512,1016,252,1.72,432.60,2,9,91,311
Enterprise Multiple Brand,1454,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,34,103,8.5,9.4,287.5,973.3,26,88,141,518,87,1.62,141.36,2,0,18,104
Enterprise Multiple Brand,1455,Mercle,1854,Enterprise,Chinese,BOGO,0,14,156,136,7.5,7.6,1176.2,1032.6,90,55,377,484,113,1.48,167.79,0,0,78,126
Enterprise Multiple Brand,1456,Mercle,94,Enterprise,Chinese,BOGO,0,14,341,496,8.3,10.9,2819.2,5384.3,176,233,516,1160,417,1.88,783.13,0,3,154,451
Enterprise Multiple Brand,1457,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,613,895,8.6,9.8,5255.2,8769.7,165,255,1004,2086,675,1.86,1255.72,0,3,286,756
Enterprise Multiple Brand,1458,Mercle,2092,Enterprise,Chinese,BOGO,0,14,408,368,6.9,8.6,2815.9,3155.7,172,175,812,1236,312,1.71,534.64,6,9,184,342
Enterprise Multiple Brand,1459,Mercle,1077,Enterprise,Chinese,BOGO,0,14,385,716,6.7,7.5,2598.7,5363.9,141,253,792,1850,522,1.63,852.80,2,15,180,636
Enterprise Multiple Brand,1460,Mercle,94,Enterprise,Chinese,BOGO,0,14,484,636,8.5,9.2,4093.5,5836.4,200,268,923,1970,570,1.65,938.03,4,0,227,568
Enterprise Multiple Brand,1461,Mercle,94,Enterprise,Chinese,BOGO,0,14,221,359,9.7,10.0,2148.2,3608.7,59,93,381,724,260,1.79,465.80,0,0,95,269
Enterprise Multiple Brand,1462,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,63,194,8.2,9.4,514.8,1834.6,33,90,183,592,170,1.57,266.08,4,0,31,174
Enterprise Multiple Brand,1463,Mercle,94,Enterprise,Chinese,BOGO,0,14,1226,1541,9.1,10.0,11129.0,15374.3,376,458,2585,4290,1220,1.73,2115.17,0,3,547,1344
Enterprise Multiple Brand,1464,Mercle,94,Enterprise,Chinese,BOGO,0,14,112,126,8.8,9.4,985.5,1185.8,48,53,203,290,125,1.74,217.69,0,0,44,118
Enterprise Multiple Brand,1465,Mercle,94,Enterprise,Chinese,BOGO,0,14,333,477,8.3,9.1,2755.9,4339.1,117,148,540,984,350,1.75,611.17,0,0,160,414
Enterprise Multiple Brand,1466,Mercle,94,Enterprise,Chinese,BOGO,0,14,1471,2043,7.6,8.0,11187.8,16371.7,431,605,3641,6492,1212,1.57,1898.49,4,0,640,1649
Enterprise Multiple Brand,1467,Mercle,1139,Enterprise,Chinese,BOGO,0,14,442,745,9.5,9.5,4215.1,7063.0,132,275,693,1666,582,1.77,1030.68,0,3,204,624
Enterprise Multiple Brand,1468,Mercle,965,Enterprise,Chinese,BOGO,0,14,38,84,7.8,8.8,300.2,740.0,15,53,135,334,57,1.92,109.28,0,3,18,81
Enterprise Multiple Brand,1469,Mercle,1077,Enterprise,Chinese,BOGO,0,14,247,213,6.8,5.9,1684.1,1262.0,97,68,651,720,30,1.44,43.07,6,3,110,168
Enterprise Multiple Brand,1470,Mercle,94,Enterprise,Chinese,BOGO,0,14,108,117,9.3,8.7,1002.9,1010.5,53,45,191,358,83,1.70,141.02,0,3,49,98
Enterprise Multiple Brand,1471,Mercle,965,Enterprise,Chinese,BOGO,0,14,424,651,7.7,8.6,3273.7,5581.4,150,225,912,2238,555,1.65,916.18,12,6,199,580
Enterprise Multiple Brand,1472,Mercle,965,Enterprise,Chinese,BOGO,0,14,565,835,6.9,7.7,3883.2,6469.4,268,328,1206,2662,570,1.59,905.57,4,15,272,767
Enterprise Multiple Brand,1473,Mercle,94,Enterprise,Chinese,BOGO,0,14,266,378,8.6,9.6,2273.0,3620.9,112,155,432,828,315,1.66,522.75,0,3,114,342
Enterprise Multiple Brand,1474,Mercle,1139,Enterprise,Chinese,BOGO,0,14,13,12,8.2,6.5,109.8,74.5,9,8,53,96,5,1.44,7.21,4,0,6,11
Enterprise Multiple Brand,1475,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,338,430,11.4,12.1,3866.7,5184.3,99,133,689,982,372,1.86,691.75,0,3,157,386
Enterprise Multiple Brand,1476,Mercle,965,Enterprise,Chinese,BOGO,0,14,427,688,8.2,8.9,3492.8,6120.7,196,308,729,1826,533,1.73,922.69,2,6,210,669
Enterprise Multiple Brand,1477,Mercle,94,Enterprise,Chinese,BOGO,0,14,291,457,8.8,8.9,2547.8,4079.7,97,148,515,1374,285,1.83,522.86,0,6,125,384
Enterprise Multiple Brand,1478,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,39,98,6.3,7.3,245.5,718.9,31,60,131,412,72,1.59,114.39,0,0,20,87
Enterprise Multiple Brand,1479,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,262,380,7.5,8.8,1976.6,3330.9,196,233,471,808,222,1.73,384.23,6,0,124,342
Enterprise Multiple Brand,1480,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,561,843,7.3,8.0,4066.1,6709.0,231,335,1293,3252,668,1.66,1105.76,2,0,263,742
Enterprise Multiple Brand,1481,Mercle,1944,Enterprise,Taiwanese,BOGO,0,14,1199,1806,8.3,8.8,9897.1,15923.7,317,540,2172,4528,1388,1.72,2394.03,2,9,542,1582
Enterprise Multiple Brand,1482,Mercle,965,Enterprise,Chinese,BOGO,0,14,231,240,7.7,8.9,1768.6,2130.9,90,75,455,1030,173,1.66,286.52,0,0,112,218
Enterprise Multiple Brand,1483,Mercle,94,Enterprise,Chinese,BOGO,0,14,144,240,7.6,8.6,1096.2,2066.8,77,120,290,948,170,1.72,293.11,0,0,67,210
Enterprise Multiple Brand,1484,Mercle,1854,Enterprise,Taiwanese,BOGO,0,14,99,166,6.3,8.3,619.5,1383.7,66,78,284,516,113,1.58,178.69,2,9,42,132
Enterprise Multiple Brand,1485,Mercle,1139,Enterprise,Chinese,BOGO,0,14,86,114,8.6,9.8,744.4,1114.9,40,38,167,394,98,1.66,162.53,0,0,43,101
Enterprise Multiple Brand,1486,Mercle,965,Enterprise,Chinese,BOGO,0,14,36,37,9.5,7.5,342.6,276.2,20,23,135,286,27,1.64,44.33,2,3,16,34
Enterprise Multiple Brand,1487,Mercle,965,Enterprise,Chinese,BOGO,0,14,121,158,7.6,8.1,925.4,1280.6,62,50,282,572,117,1.53,179.02,0,0,60,157
Enterprise Multiple Brand,1488,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,210,311,7.2,8.5,1505.3,2630.6,90,133,476,938,233,1.88,437.51,4,15,106,269
Enterprise Multiple Brand,1489,Mercle,1944,Enterprise,Chinese,BOGO,0,14,55,131,8.6,8.0,475.2,1057.0,35,70,135,452,120,1.53,183.36,0,0,29,118
Enterprise Multiple Brand,1490,Mercle,965,Enterprise,Chinese,BOGO,0,14,99,190,6.8,7.6,677.2,1435.6,46,70,363,774,125,1.48,185.11,0,0,53,185
Enterprise Multiple Brand,1491,Mercle,965,Enterprise,Chinese,BOGO,0,14,399,518,6.9,7.3,2753.7,3797.1,227,233,789,1606,417,1.53,637.17,4,6,186,437
Enterprise Multiple Brand,1492,Mercle,94,Enterprise,Chinese,BOGO,0,14,70,92,9.4,8.6,657.4,791.3,31,43,203,456,60,1.71,102.50,0,3,30,84
Enterprise Multiple Brand,1493,Mercle,94,Enterprise,Chinese,BOGO,0,14,89,165,8.2,10.1,729.4,1666.8,55,73,219,342,128,1.73,221.83,0,0,41,148
Enterprise Multiple Brand,1494,Mercle,94,Enterprise,Chinese,BOGO,0,14,714,983,9.3,9.9,6673.3,9735.6,183,283,1269,2538,687,1.70,1165.25,0,3,300,818
Enterprise Multiple Brand,1495,Mercle,94,Enterprise,Chinese,BOGO,0,14,154,296,9.2,9.3,1412.3,2743.7,73,138,257,784,248,1.63,405.08,0,3,73,258
Enterprise Multiple Brand,1496,Mercle,94,Enterprise,Chinese,BOGO,0,14,306,425,8.6,9.6,2631.7,4101.9,108,173,450,1186,308,1.75,540.12,0,3,146,375
Enterprise Multiple Brand,1497,Mercle,1944,Enterprise,Chinese,BOGO,0,14,197,321,8.6,10.1,1698.7,3247.6,110,175,449,1054,297,1.75,518.88,0,3,98,294
Enterprise Multiple Brand,1498,Mercle,94,Enterprise,Chinese,BOGO,0,14,402,676,8.2,8.9,3288.6,6036.2,174,243,918,1686,458,1.65,755.45,0,0,178,532
Enterprise Multiple Brand,1499,Mercle,965,Enterprise,Chinese,BOGO,0,14,84,82,7.2,9.3,600.4,765.3,40,43,153,280,65,1.69,109.94,2,0,42,81
Enterprise Multiple Brand,1500,Mercle,1854,Enterprise,Chinese,BOGO,0,14,100,159,7.9,7.7,793.1,1217.6,37,58,218,498,113,1.58,178.66,0,3,48,148
Enterprise Multiple Brand,1501,Mercle,1077,Enterprise,Chinese,BOGO,0,14,1264,1722,7.3,8.0,9175.3,13848.2,389,575,2243,4786,1230,1.67,2053.69,10,9,589,1576
Enterprise Multiple Brand,1502,Mercle,1854,Enterprise,Chinese,BOGO,0,14,225,366,6.9,7.1,1548.9,2600.4,110,158,647,1468,255,1.56,398.93,2,6,114,319
Enterprise Multiple Brand,1503,Mercle,94,Enterprise,Chinese,BOGO,0,14,584,914,9.6,9.9,5627.6,9079.4,255,358,1149,2228,735,1.77,1299.40,0,3,274,753
Enterprise Multiple Brand,1504,Mercle,94,Enterprise,Chinese,BOGO,0,14,308,197,7.4,8.0,2282.3,1568.0,132,108,797,990,155,1.61,250.08,2,0,144,179
Enterprise Multiple Brand,1505,Mercle,1854,Enterprise,Chinese,BOGO,0,14,222,324,7.0,8.1,1541.2,2618.8,103,120,560,1164,192,1.61,308.39,0,0,107,294
Enterprise Multiple Brand,1506,Mercle,1139,Enterprise,Taiwanese,BOGO,0,14,453,683,7.3,8.3,3307.5,5692.7,183,280,1044,2486,555,1.66,921.84,2,3,215,624
Enterprise Multiple Brand,1507,Mercle,94,Enterprise,Chinese,BOGO,0,14,9,11,14.1,13.8,122.3,152.3,9,10,51,332,15,2.52,37.73,0,0,5,11
Enterprise Multiple Brand,1508,Mercle,965,Enterprise,Chinese,BOGO,0,14,338,517,8.1,8.7,2751.4,4477.8,174,205,833,1648,420,1.82,765.35,2,6,172,470
Enterprise Multiple Brand,1509,Mercle,965,Enterprise,Chinese,BOGO,0,14,443,706,6.8,7.4,3000.8,5234.9,207,253,1125,2574,537,1.51,809.87,2,15,210,605
Enterprise Multiple Brand,1510,Mercle,94,Enterprise,Chinese,BOGO,0,14,215,260,6.6,7.7,1427.9,2009.6,62,68,440,726,188,1.61,302.77,0,9,90,218
Enterprise Multiple Brand,1511,Mercle,94,Enterprise,Chinese,BOGO,0,14,60,152,9.4,9.1,561.4,1383.4,57,93,170,406,125,1.74,217.78,0,3,29,146
Enterprise Multiple Brand,1512,Mercle,94,Enterprise,Chinese,BOGO,0,14,321,446,8.3,8.9,2655.8,3967.2,92,143,585,1312,330,1.68,555.15,2,3,138,370
Enterprise Multiple Brand,1513,Mercle,94,Enterprise,Chinese,BOGO,0,14,793,970,8.3,10.2,6582.3,9864.3,251,268,1433,2416,785,1.80,1414.90,6,3,384,851
Enterprise Multiple Brand,1514,Mercle,2090,Enterprise,Chinese,BOGO,0,14,171,349,7.1,8.7,1208.6,3021.4,106,168,527,1180,345,1.62,560.53,2,3,78,305
Enterprise Multiple Brand,1515,Mercle,94,Enterprise,Chinese,BOGO,0,14,157,254,8.9,8.4,1402.6,2131.3,70,98,308,646,170,1.66,282.41,0,3,78,230
Enterprise Multiple Brand,1516,Mercle,965,Enterprise,Chinese,BOGO,0,14,281,435,7.6,8.1,2144.5,3510.5,128,195,539,1012,297,1.67,497.20,0,0,132,400
Enterprise Multiple Brand,1517,Mercle,94,Enterprise,Chinese,BOGO,0,14,53,111,9.0,10.1,475.8,1115.0,20,38,122,338,90,1.92,172.48,0,0,26,101
Enterprise Multiple Brand,1518,Mercle,965,Enterprise,Chinese,BOGO,0,14,460,542,6.9,8.3,3192.1,4510.9,200,205,1085,1528,398,1.65,658.37,0,6,228,515
Enterprise Multiple Brand,1519,Mercle,1854,Enterprise,Chinese,BOGO,0,14,147,195,7.0,7.7,1035.9,1506.9,90,98,318,720,125,1.61,201.50,2,3,71,176
Enterprise Multiple Brand,1520,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,415,643,9.5,9.8,3946.0,6295.1,139,265,750,1786,533,1.68,895.72,0,0,196,591
Enterprise Multiple Brand,1521,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,87,241,8.4,9.0,731.5,2171.4,46,158,243,824,180,1.59,285.71,2,0,37,218
Enterprise Multiple Brand,1522,Mercle,94,Enterprise,Chinese,BOGO,0,14,201,262,9.0,9.1,1813.1,2378.3,70,88,323,626,222,1.61,356.90,0,0,95,235
Enterprise Multiple Brand,1523,Mercle,94,Enterprise,Chinese,BOGO,0,14,301,326,7.9,8.9,2393.4,2891.7,84,75,554,792,230,1.72,395.61,2,0,134,286
Enterprise Multiple Brand,1524,Mercle,94,Enterprise,Chinese,BOGO,0,14,41,40,8.1,9.0,331.1,358.7,29,23,75,144,42,1.44,60.37,0,0,20,36
Enterprise Multiple Brand,1525,Mercle,94,Enterprise,Chinese,BOGO,0,14,59,159,8.9,9.9,523.0,1577.1,53,120,105,356,113,1.77,200.40,0,0,31,154
Enterprise Multiple Brand,1526,Mercle,1077,Enterprise,Chinese,BOGO,0,14,215,304,7.4,8.0,1601.3,2423.7,114,110,324,804,218,1.61,351.25,2,3,106,277
Enterprise Multiple Brand,1527,Mercle,94,Enterprise,Chinese,BOGO,0,14,78,112,9.6,9.4,746.9,1057.8,33,40,173,336,90,1.74,156.35,0,0,37,101
Enterprise Multiple Brand,1528,Mercle,94,Enterprise,Chinese,BOGO,0,14,723,902,9.6,10.1,6906.9,9105.7,246,328,1203,2042,605,1.72,1042.59,0,9,335,770
Enterprise Multiple Brand,1529,Mercle,965,Enterprise,Chinese,BOGO,0,14,121,148,7.8,9.0,944.6,1333.7,44,68,204,410,140,1.79,250.14,0,0,60,143
Enterprise Multiple Brand,1530,Mercle,1944,Enterprise,Chinese,BOGO,0,14,265,340,8.2,9.1,2172.4,3106.9,132,135,552,1006,267,1.66,443.22,2,3,133,311
Enterprise Multiple Brand,1531,Mercle,94,Enterprise,Chinese,BOGO,0,14,645,674,8.1,9.4,5214.4,6318.6,196,170,1173,1670,522,1.72,895.98,8,0,289,552
Enterprise Multiple Brand,1532,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,119,142,6.9,9.5,826.4,1349.4,42,78,260,580,83,1.90,157.30,2,3,59,140
Enterprise Multiple Brand,1533,Mercle,965,Enterprise,Chinese,BOGO,0,14,120,133,6.6,7.8,796.2,1035.7,53,60,296,508,83,1.76,146.44,0,6,62,129
Enterprise Multiple Brand,1534,Mercle,94,Enterprise,Chinese,BOGO,0,14,448,624,8.7,9.7,3919.5,6041.7,211,245,938,1764,563,1.68,944.22,4,6,200,529
Enterprise Multiple Brand,1535,Mercle,965,Enterprise,Chinese,BOGO,0,14,191,258,7.3,7.9,1387.0,2029.8,88,115,368,772,177,1.56,276.19,2,0,85,235
Enterprise Multiple Brand,1536,Mercle,94,Enterprise,Chinese,BOGO,0,14,410,544,7.9,9.0,3223.0,4872.1,132,168,1010,1676,383,1.61,615.05,6,12,184,482
Enterprise Multiple Brand,1537,Mercle,965,Enterprise,Chinese,BOGO,0,14,319,404,7.6,8.3,2429.8,3362.6,97,145,639,1126,305,1.60,487.20,0,6,151,361
Enterprise Multiple Brand,1538,Mercle,94,Enterprise,Chinese,BOGO,0,14,458,575,8.3,9.0,3799.9,5164.1,154,153,701,1310,440,1.66,729.63,0,9,214,482
Enterprise Multiple Brand,1539,Mercle,94,Enterprise,Chinese,BOGO,0,14,397,502,8.8,9.3,3485.2,4665.6,145,188,584,1322,342,1.64,561.87,0,0,182,448
Enterprise Multiple Brand,1540,Mercle,965,Enterprise,Chinese,BOGO,0,14,473,542,8.7,9.3,4107.3,5013.1,165,238,920,1670,345,1.75,603.62,2,9,220,496
